home,away,kickoff,region,bookmaker,outcome,odds
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,FanDuel,Arsenal,1.33
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,FanDuel,Nottingham Forest,8.0
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,FanDuel,Draw,5.0
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,MyBookie.ag,Arsenal,1.36
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,MyBookie.ag,Nottingham Forest,7.8
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,MyBookie.ag,Draw,4.8
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,DraftKings,Arsenal,1.38
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,DraftKings,Nottingham Forest,8.0
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,DraftKings,Draw,5.0
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,Bovada,Arsenal,1.37
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,Bovada,Nottingham Forest,7.75
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,Bovada,Draw,5.1
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,BetRivers,Arsenal,1.34
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,BetRivers,Nottingham Forest,8.5
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,BetRivers,Draw,5.25
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,BetMGM,Arsenal,1.4
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,BetMGM,Nottingham Forest,8.0
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,BetMGM,Draw,4.8
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,LowVig.ag,Arsenal,1.38
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,LowVig.ag,Nottingham Forest,8.4
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,LowVig.ag,Draw,5.25
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,BetOnline.ag,Arsenal,1.38
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,BetOnline.ag,Nottingham Forest,8.4
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,BetOnline.ag,Draw,5.25
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,BetUS,Arsenal,1.38
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,BetUS,Nottingham Forest,8.0
Arsenal,Nottingham Forest,2025-09-13T11:30:00Z,us,BetUS,Draw,5.1
Everton,Aston Villa,2025-09-13T14:00:00Z,us,MyBookie.ag,Aston Villa,2.85
Everton,Aston Villa,2025-09-13T14:00:00Z,us,MyBookie.ag,Everton,2.43
Everton,Aston Villa,2025-09-13T14:00:00Z,us,MyBookie.ag,Draw,3.24
Everton,Aston Villa,2025-09-13T14:00:00Z,us,FanDuel,Aston Villa,2.9
Everton,Aston Villa,2025-09-13T14:00:00Z,us,FanDuel,Everton,2.45
Everton,Aston Villa,2025-09-13T14:00:00Z,us,FanDuel,Draw,3.2
Everton,Aston Villa,2025-09-13T14:00:00Z,us,DraftKings,Aston Villa,2.9
Everton,Aston Villa,2025-09-13T14:00:00Z,us,DraftKings,Everton,2.5
Everton,Aston Villa,2025-09-13T14:00:00Z,us,DraftKings,Draw,3.35
Everton,Aston Villa,2025-09-13T14:00:00Z,us,Bovada,Aston Villa,2.85
Everton,Aston Villa,2025-09-13T14:00:00Z,us,Bovada,Everton,2.49
Everton,Aston Villa,2025-09-13T14:00:00Z,us,Bovada,Draw,3.3
Everton,Aston Villa,2025-09-13T14:00:00Z,us,BetRivers,Aston Villa,2.95
Everton,Aston Villa,2025-09-13T14:00:00Z,us,BetRivers,Everton,2.38
Everton,Aston Villa,2025-09-13T14:00:00Z,us,BetRivers,Draw,3.3
Everton,Aston Villa,2025-09-13T14:00:00Z,us,LowVig.ag,Aston Villa,2.93
Everton,Aston Villa,2025-09-13T14:00:00Z,us,LowVig.ag,Everton,2.5
Everton,Aston Villa,2025-09-13T14:00:00Z,us,LowVig.ag,Draw,3.4
Everton,Aston Villa,2025-09-13T14:00:00Z,us,BetOnline.ag,Aston Villa,2.93
Everton,Aston Villa,2025-09-13T14:00:00Z,us,BetOnline.ag,Everton,2.5
Everton,Aston Villa,2025-09-13T14:00:00Z,us,BetOnline.ag,Draw,3.4
Everton,Aston Villa,2025-09-13T14:00:00Z,us,BetUS,Aston Villa,2.85
Everton,Aston Villa,2025-09-13T14:00:00Z,us,BetUS,Everton,2.45
Everton,Aston Villa,2025-09-13T14:00:00Z,us,BetUS,Draw,3.35
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,MyBookie.ag,Bournemouth,2.4
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,MyBookie.ag,Brighton and Hove Albion,2.75
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,MyBookie.ag,Draw,3.46
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,FanDuel,Bournemouth,2.4
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,FanDuel,Brighton and Hove Albion,2.8
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,FanDuel,Draw,3.4
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,DraftKings,Bournemouth,2.4
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,DraftKings,Brighton and Hove Albion,2.85
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,DraftKings,Draw,3.55
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,Bovada,Bournemouth,2.44
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,Bovada,Brighton and Hove Albion,2.8
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,Bovada,Draw,3.5
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,BetRivers,Bournemouth,2.45
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,BetRivers,Brighton and Hove Albion,2.7
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,BetRivers,Draw,3.55
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,BetMGM,Bournemouth,2.4
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,BetMGM,Brighton and Hove Albion,2.8
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,BetMGM,Draw,3.5
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,BetOnline.ag,Bournemouth,2.47
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,BetOnline.ag,Brighton and Hove Albion,2.86
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,BetOnline.ag,Draw,3.57
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,LowVig.ag,Bournemouth,2.47
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,LowVig.ag,Brighton and Hove Albion,2.86
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,LowVig.ag,Draw,3.57
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,BetUS,Bournemouth,2.45
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,BetUS,Brighton and Hove Albion,2.8
Bournemouth,Brighton and Hove Albion,2025-09-13T14:00:00Z,us,BetUS,Draw,3.55
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,MyBookie.ag,Crystal Palace,1.64
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,MyBookie.ag,Sunderland,5.2
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,MyBookie.ag,Draw,3.8
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,FanDuel,Crystal Palace,1.59
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,FanDuel,Sunderland,5.6
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,FanDuel,Draw,3.7
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,DraftKings,Crystal Palace,1.67
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,DraftKings,Sunderland,5.25
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,DraftKings,Draw,3.8
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,Bovada,Crystal Palace,1.65
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,Bovada,Sunderland,5.45
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,Bovada,Draw,3.8
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,BetRivers,Crystal Palace,1.64
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,BetRivers,Sunderland,5.25
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,BetRivers,Draw,3.85
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,BetOnline.ag,Crystal Palace,1.67
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,BetOnline.ag,Sunderland,5.6
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,BetOnline.ag,Draw,3.9
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,LowVig.ag,Crystal Palace,1.67
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,LowVig.ag,Sunderland,5.6
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,LowVig.ag,Draw,3.9
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,BetUS,Crystal Palace,1.65
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,BetUS,Sunderland,5.45
Crystal Palace,Sunderland,2025-09-13T14:00:00Z,us,BetUS,Draw,3.85
Fulham,Leeds United,2025-09-13T14:00:00Z,us,MyBookie.ag,Fulham,1.93
Fulham,Leeds United,2025-09-13T14:00:00Z,us,MyBookie.ag,Leeds United,3.8
Fulham,Leeds United,2025-09-13T14:00:00Z,us,MyBookie.ag,Draw,3.44
Fulham,Leeds United,2025-09-13T14:00:00Z,us,FanDuel,Fulham,1.95
Fulham,Leeds United,2025-09-13T14:00:00Z,us,FanDuel,Leeds United,3.9
Fulham,Leeds United,2025-09-13T14:00:00Z,us,FanDuel,Draw,3.5
Fulham,Leeds United,2025-09-13T14:00:00Z,us,DraftKings,Fulham,2.0
Fulham,Leeds United,2025-09-13T14:00:00Z,us,DraftKings,Leeds United,3.85
Fulham,Leeds United,2025-09-13T14:00:00Z,us,DraftKings,Draw,3.5
Fulham,Leeds United,2025-09-13T14:00:00Z,us,Bovada,Fulham,1.95
Fulham,Leeds United,2025-09-13T14:00:00Z,us,Bovada,Leeds United,3.9
Fulham,Leeds United,2025-09-13T14:00:00Z,us,Bovada,Draw,3.5
Fulham,Leeds United,2025-09-13T14:00:00Z,us,BetRivers,Fulham,1.95
Fulham,Leeds United,2025-09-13T14:00:00Z,us,BetRivers,Leeds United,3.8
Fulham,Leeds United,2025-09-13T14:00:00Z,us,BetRivers,Draw,3.5
Fulham,Leeds United,2025-09-13T14:00:00Z,us,BetMGM,Fulham,1.91
Fulham,Leeds United,2025-09-13T14:00:00Z,us,BetMGM,Leeds United,3.9
Fulham,Leeds United,2025-09-13T14:00:00Z,us,BetMGM,Draw,3.6
Fulham,Leeds United,2025-09-13T14:00:00Z,us,LowVig.ag,Fulham,1.98
Fulham,Leeds United,2025-09-13T14:00:00Z,us,LowVig.ag,Leeds United,3.97
Fulham,Leeds United,2025-09-13T14:00:00Z,us,LowVig.ag,Draw,3.6
Fulham,Leeds United,2025-09-13T14:00:00Z,us,BetOnline.ag,Fulham,1.98
Fulham,Leeds United,2025-09-13T14:00:00Z,us,BetOnline.ag,Leeds United,3.97
Fulham,Leeds United,2025-09-13T14:00:00Z,us,BetOnline.ag,Draw,3.6
Fulham,Leeds United,2025-09-13T14:00:00Z,us,BetUS,Fulham,1.95
Fulham,Leeds United,2025-09-13T14:00:00Z,us,BetUS,Leeds United,3.9
Fulham,Leeds United,2025-09-13T14:00:00Z,us,BetUS,Draw,3.55
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,FanDuel,Newcastle United,1.38
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,FanDuel,Wolverhampton Wanderers,7.5
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,FanDuel,Draw,4.4
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,MyBookie.ag,Newcastle United,1.44
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,MyBookie.ag,Wolverhampton Wanderers,6.6
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,MyBookie.ag,Draw,4.5
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,DraftKings,Newcastle United,1.44
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,DraftKings,Wolverhampton Wanderers,7.0
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,DraftKings,Draw,4.8
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,Bovada,Newcastle United,1.43
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,Bovada,Wolverhampton Wanderers,6.75
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,Bovada,Draw,4.8
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,BetRivers,Newcastle United,1.42
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,BetRivers,Wolverhampton Wanderers,7.5
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,BetRivers,Draw,4.7
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,BetMGM,Newcastle United,1.44
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,BetMGM,Wolverhampton Wanderers,6.75
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,BetMGM,Draw,4.75
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,LowVig.ag,Newcastle United,1.45
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,LowVig.ag,Wolverhampton Wanderers,7.0
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,LowVig.ag,Draw,4.9
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,BetOnline.ag,Newcastle United,1.45
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,BetOnline.ag,Wolverhampton Wanderers,7.0
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,BetOnline.ag,Draw,4.9
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,BetUS,Newcastle United,1.43
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,BetUS,Wolverhampton Wanderers,6.89
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,us,BetUS,Draw,4.73
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,FanDuel,Tottenham Hotspur,2.05
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,FanDuel,West Ham United,3.4
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,FanDuel,Draw,3.5
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,MyBookie.ag,Tottenham Hotspur,2.1
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,MyBookie.ag,West Ham United,3.26
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,MyBookie.ag,Draw,3.5
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,DraftKings,Tottenham Hotspur,2.15
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,DraftKings,West Ham United,3.3
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,DraftKings,Draw,3.55
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,Bovada,Tottenham Hotspur,2.1
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,Bovada,West Ham United,3.35
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,Bovada,Draw,3.6
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,BetRivers,Tottenham Hotspur,2.07
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,BetRivers,West Ham United,3.4
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,BetRivers,Draw,3.5
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,BetMGM,Tottenham Hotspur,2.1
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,BetMGM,West Ham United,3.3
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,BetMGM,Draw,3.5
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,LowVig.ag,Tottenham Hotspur,2.13
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,LowVig.ag,West Ham United,3.42
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,LowVig.ag,Draw,3.65
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,BetOnline.ag,Tottenham Hotspur,2.13
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,BetOnline.ag,West Ham United,3.42
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,BetOnline.ag,Draw,3.65
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,BetUS,Tottenham Hotspur,2.1
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,BetUS,West Ham United,3.35
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,us,BetUS,Draw,3.6
Brentford,Chelsea,2025-09-13T19:00:00Z,us,FanDuel,Brentford,4.7
Brentford,Chelsea,2025-09-13T19:00:00Z,us,FanDuel,Chelsea,1.69
Brentford,Chelsea,2025-09-13T19:00:00Z,us,FanDuel,Draw,3.8
Brentford,Chelsea,2025-09-13T19:00:00Z,us,MyBookie.ag,Brentford,4.4
Brentford,Chelsea,2025-09-13T19:00:00Z,us,MyBookie.ag,Chelsea,1.74
Brentford,Chelsea,2025-09-13T19:00:00Z,us,MyBookie.ag,Draw,3.8
Brentford,Chelsea,2025-09-13T19:00:00Z,us,DraftKings,Brentford,4.5
Brentford,Chelsea,2025-09-13T19:00:00Z,us,DraftKings,Chelsea,1.77
Brentford,Chelsea,2025-09-13T19:00:00Z,us,DraftKings,Draw,3.9
Brentford,Chelsea,2025-09-13T19:00:00Z,us,Bovada,Brentford,4.55
Brentford,Chelsea,2025-09-13T19:00:00Z,us,Bovada,Chelsea,1.74
Brentford,Chelsea,2025-09-13T19:00:00Z,us,Bovada,Draw,3.85
Brentford,Chelsea,2025-09-13T19:00:00Z,us,BetRivers,Brentford,4.5
Brentford,Chelsea,2025-09-13T19:00:00Z,us,BetRivers,Chelsea,1.71
Brentford,Chelsea,2025-09-13T19:00:00Z,us,BetRivers,Draw,3.95
Brentford,Chelsea,2025-09-13T19:00:00Z,us,BetMGM,Brentford,4.4
Brentford,Chelsea,2025-09-13T19:00:00Z,us,BetMGM,Chelsea,1.74
Brentford,Chelsea,2025-09-13T19:00:00Z,us,BetMGM,Draw,3.9
Brentford,Chelsea,2025-09-13T19:00:00Z,us,LowVig.ag,Brentford,4.62
Brentford,Chelsea,2025-09-13T19:00:00Z,us,LowVig.ag,Chelsea,1.77
Brentford,Chelsea,2025-09-13T19:00:00Z,us,LowVig.ag,Draw,3.93
Brentford,Chelsea,2025-09-13T19:00:00Z,us,BetOnline.ag,Brentford,4.62
Brentford,Chelsea,2025-09-13T19:00:00Z,us,BetOnline.ag,Chelsea,1.77
Brentford,Chelsea,2025-09-13T19:00:00Z,us,BetOnline.ag,Draw,3.93
Brentford,Chelsea,2025-09-13T19:00:00Z,us,BetUS,Brentford,4.6
Brentford,Chelsea,2025-09-13T19:00:00Z,us,BetUS,Chelsea,1.74
Brentford,Chelsea,2025-09-13T19:00:00Z,us,BetUS,Draw,3.9
Burnley,Liverpool,2025-09-14T13:00:00Z,us,FanDuel,Burnley,8.0
Burnley,Liverpool,2025-09-14T13:00:00Z,us,FanDuel,Liverpool,1.29
Burnley,Liverpool,2025-09-14T13:00:00Z,us,FanDuel,Draw,5.6
Burnley,Liverpool,2025-09-14T13:00:00Z,us,MyBookie.ag,Burnley,9.0
Burnley,Liverpool,2025-09-14T13:00:00Z,us,MyBookie.ag,Liverpool,1.29
Burnley,Liverpool,2025-09-14T13:00:00Z,us,MyBookie.ag,Draw,5.2
Burnley,Liverpool,2025-09-14T13:00:00Z,us,DraftKings,Burnley,8.5
Burnley,Liverpool,2025-09-14T13:00:00Z,us,DraftKings,Liverpool,1.31
Burnley,Liverpool,2025-09-14T13:00:00Z,us,DraftKings,Draw,5.5
Burnley,Liverpool,2025-09-14T13:00:00Z,us,Bovada,Burnley,9.0
Burnley,Liverpool,2025-09-14T13:00:00Z,us,Bovada,Liverpool,1.31
Burnley,Liverpool,2025-09-14T13:00:00Z,us,Bovada,Draw,5.6
Burnley,Liverpool,2025-09-14T13:00:00Z,us,BetRivers,Burnley,9.5
Burnley,Liverpool,2025-09-14T13:00:00Z,us,BetRivers,Liverpool,1.32
Burnley,Liverpool,2025-09-14T13:00:00Z,us,BetRivers,Draw,5.2
Burnley,Liverpool,2025-09-14T13:00:00Z,us,BetMGM,Burnley,9.0
Burnley,Liverpool,2025-09-14T13:00:00Z,us,BetMGM,Liverpool,1.31
Burnley,Liverpool,2025-09-14T13:00:00Z,us,BetMGM,Draw,5.75
Burnley,Liverpool,2025-09-14T13:00:00Z,us,LowVig.ag,Burnley,9.57
Burnley,Liverpool,2025-09-14T13:00:00Z,us,LowVig.ag,Liverpool,1.32
Burnley,Liverpool,2025-09-14T13:00:00Z,us,LowVig.ag,Draw,5.82
Burnley,Liverpool,2025-09-14T13:00:00Z,us,BetOnline.ag,Burnley,9.57
Burnley,Liverpool,2025-09-14T13:00:00Z,us,BetOnline.ag,Liverpool,1.32
Burnley,Liverpool,2025-09-14T13:00:00Z,us,BetOnline.ag,Draw,5.82
Burnley,Liverpool,2025-09-14T13:00:00Z,us,BetUS,Burnley,9.25
Burnley,Liverpool,2025-09-14T13:00:00Z,us,BetUS,Liverpool,1.31
Burnley,Liverpool,2025-09-14T13:00:00Z,us,BetUS,Draw,5.6
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,FanDuel,Manchester City,1.67
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,FanDuel,Manchester United,4.5
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,FanDuel,Draw,4.0
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,MyBookie.ag,Manchester City,1.67
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,MyBookie.ag,Manchester United,4.5
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,MyBookie.ag,Draw,3.85
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,DraftKings,Manchester City,1.69
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,DraftKings,Manchester United,4.5
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,DraftKings,Draw,4.1
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,Bovada,Manchester City,1.68
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,Bovada,Manchester United,4.65
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,Bovada,Draw,4.1
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,BetRivers,Manchester City,1.67
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,BetRivers,Manchester United,4.7
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,BetRivers,Draw,4.0
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,BetMGM,Manchester City,1.67
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,BetMGM,Manchester United,4.6
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,BetMGM,Draw,4.1
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,LowVig.ag,Manchester City,1.7
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,LowVig.ag,Manchester United,4.8
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,LowVig.ag,Draw,4.18
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,BetOnline.ag,Manchester City,1.7
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,BetOnline.ag,Manchester United,4.8
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,BetOnline.ag,Draw,4.18
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,BetUS,Manchester City,1.67
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,BetUS,Manchester United,4.75
Manchester City,Manchester United,2025-09-14T15:30:00Z,us,BetUS,Draw,4.2
Liverpool,Everton,2025-09-20T11:30:00Z,us,FanDuel,Everton,7.0
Liverpool,Everton,2025-09-20T11:30:00Z,us,FanDuel,Liverpool,1.37
Liverpool,Everton,2025-09-20T11:30:00Z,us,FanDuel,Draw,4.8
Liverpool,Everton,2025-09-20T11:30:00Z,us,MyBookie.ag,Everton,6.6
Liverpool,Everton,2025-09-20T11:30:00Z,us,MyBookie.ag,Liverpool,1.39
Liverpool,Everton,2025-09-20T11:30:00Z,us,MyBookie.ag,Draw,4.7
Liverpool,Everton,2025-09-20T11:30:00Z,us,DraftKings,Everton,7.0
Liverpool,Everton,2025-09-20T11:30:00Z,us,DraftKings,Liverpool,1.39
Liverpool,Everton,2025-09-20T11:30:00Z,us,DraftKings,Draw,4.7
Liverpool,Everton,2025-09-20T11:30:00Z,us,Bovada,Everton,7.25
Liverpool,Everton,2025-09-20T11:30:00Z,us,Bovada,Liverpool,1.4
Liverpool,Everton,2025-09-20T11:30:00Z,us,Bovada,Draw,4.85
Liverpool,Everton,2025-09-20T11:30:00Z,us,BetRivers,Everton,7.0
Liverpool,Everton,2025-09-20T11:30:00Z,us,BetRivers,Liverpool,1.42
Liverpool,Everton,2025-09-20T11:30:00Z,us,BetRivers,Draw,4.75
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,us,FanDuel,Brighton and Hove Albion,2.05
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,us,FanDuel,Tottenham Hotspur,3.3
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,us,FanDuel,Draw,3.7
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,us,MyBookie.ag,Brighton and Hove Albion,2.01
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,us,MyBookie.ag,Tottenham Hotspur,3.26
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,us,MyBookie.ag,Draw,3.65
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,us,DraftKings,Brighton and Hove Albion,2.0
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,us,DraftKings,Tottenham Hotspur,3.3
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,us,DraftKings,Draw,3.65
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,us,Bovada,Brighton and Hove Albion,2.08
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,us,Bovada,Tottenham Hotspur,3.3
