home,away,kickoff,region,bookmaker,outcome,odds
Fulham,Leeds United,2025-09-13T14:00:00Z,au,TABtouch,Leeds United,3.8
Fulham,Leeds United,2025-09-13T14:00:00Z,au,TABtouch,Draw,3.5
Fulham,Leeds United,2025-09-13T14:00:00Z,au,PlayUp,Fulham,1.95
Fulham,Leeds United,2025-09-13T14:00:00Z,au,PlayUp,Leeds United,3.75
Fulham,Leeds United,2025-09-13T14:00:00Z,au,PlayUp,Draw,3.4
Fulham,Leeds United,2025-09-13T14:00:00Z,au,PointsBet (AU),Fulham,1.9
Fulham,Leeds United,2025-09-13T14:00:00Z,au,PointsBet (AU),Leeds United,4.0
Fulham,Leeds United,2025-09-13T14:00:00Z,au,PointsBet (AU),Draw,3.5
Fulham,Leeds United,2025-09-13T14:00:00Z,au,Neds,Fulham,1.9
Fulham,Leeds United,2025-09-13T14:00:00Z,au,Neds,Leeds United,3.8
Fulham,Leeds United,2025-09-13T14:00:00Z,au,Neds,Draw,3.5
Fulham,Leeds United,2025-09-13T14:00:00Z,au,Ladbrokes,Fulham,1.9
Fulham,Leeds United,2025-09-13T14:00:00Z,au,Ladbrokes,Leeds United,3.8
Fulham,Leeds United,2025-09-13T14:00:00Z,au,Ladbrokes,Draw,3.5
Fulham,Leeds United,2025-09-13T14:00:00Z,au,Betr,Fulham,1.95
Fulham,Leeds United,2025-09-13T14:00:00Z,au,Betr,Leeds United,3.9
Fulham,Leeds United,2025-09-13T14:00:00Z,au,Betr,Draw,3.4
Fulham,Leeds United,2025-09-13T14:00:00Z,au,BoomBet,Fulham,1.97
Fulham,Leeds United,2025-09-13T14:00:00Z,au,BoomBet,Leeds United,3.8
Fulham,Leeds United,2025-09-13T14:00:00Z,au,BoomBet,Draw,3.45
Fulham,Leeds United,2025-09-13T14:00:00Z,au,Bet Right,Fulham,1.95
Fulham,Leeds United,2025-09-13T14:00:00Z,au,Bet Right,Leeds United,3.95
Fulham,Leeds United,2025-09-13T14:00:00Z,au,Bet Right,Draw,3.4
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,SportsBet,Newcastle United,1.44
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,SportsBet,Wolverhampton Wanderers,7.5
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,SportsBet,Draw,4.5
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Betfair,Newcastle United,1.46
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Betfair,Wolverhampton Wanderers,8.2
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Betfair,Draw,4.9
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Betfair,Newcastle United,1.48
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Betfair,Wolverhampton Wanderers,8.8
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Betfair,Draw,5.1
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Unibet,Newcastle United,1.42
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Unibet,Wolverhampton Wanderers,7.5
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Unibet,Draw,4.7
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,TABtouch,Newcastle United,1.42
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,TABtouch,Wolverhampton Wanderers,7.5
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,TABtouch,Draw,4.7
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,PlayUp,Newcastle United,1.42
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,PlayUp,Wolverhampton Wanderers,7.0
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,PlayUp,Draw,4.4
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,PointsBet (AU),Newcastle United,1.42
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,PointsBet (AU),Wolverhampton Wanderers,6.5
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,PointsBet (AU),Draw,4.75
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Neds,Newcastle United,1.44
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Neds,Wolverhampton Wanderers,6.4
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Neds,Draw,4.6
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Ladbrokes,Newcastle United,1.44
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Ladbrokes,Wolverhampton Wanderers,6.4
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Ladbrokes,Draw,4.6
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Betr,Newcastle United,1.42
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Betr,Wolverhampton Wanderers,7.25
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Betr,Draw,4.4
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,BoomBet,Newcastle United,1.43
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,BoomBet,Wolverhampton Wanderers,7.4
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,BoomBet,Draw,4.5
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Bet Right,Newcastle United,1.43
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Bet Right,Wolverhampton Wanderers,7.5
Newcastle United,Wolverhampton Wanderers,2025-09-13T14:00:00Z,au,Bet Right,Draw,4.4
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,SportsBet,Tottenham Hotspur,2.1
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,SportsBet,West Ham United,3.4
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,SportsBet,Draw,3.5
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Betfair,Tottenham Hotspur,2.18
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Betfair,West Ham United,3.5
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Betfair,Draw,3.75
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Betfair,Tottenham Hotspur,2.22
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Betfair,West Ham United,3.6
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Betfair,Draw,3.8
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Unibet,Tottenham Hotspur,2.08
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Unibet,West Ham United,3.4
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Unibet,Draw,3.55
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,TABtouch,Tottenham Hotspur,2.08
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,TABtouch,West Ham United,3.4
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,TABtouch,Draw,3.55
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,PlayUp,Tottenham Hotspur,2.05
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,PlayUp,West Ham United,3.25
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,PlayUp,Draw,3.55
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,PointsBet (AU),Tottenham Hotspur,2.1
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,PointsBet (AU),West Ham United,3.3
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,PointsBet (AU),Draw,3.5
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Neds,Tottenham Hotspur,2.1
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Neds,West Ham United,3.3
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Neds,Draw,3.5
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Ladbrokes,Tottenham Hotspur,2.1
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Ladbrokes,West Ham United,3.3
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Ladbrokes,Draw,3.5
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Betr,Tottenham Hotspur,2.05
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Betr,West Ham United,3.4
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Betr,Draw,3.5
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,BoomBet,Tottenham Hotspur,2.1
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,BoomBet,West Ham United,3.35
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,BoomBet,Draw,3.5
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Bet Right,Tottenham Hotspur,2.1
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Bet Right,West Ham United,3.4
West Ham United,Tottenham Hotspur,2025-09-13T16:30:00Z,au,Bet Right,Draw,3.5
Brentford,Chelsea,2025-09-13T19:00:00Z,au,SportsBet,Brentford,4.75
Brentford,Chelsea,2025-09-13T19:00:00Z,au,SportsBet,Chelsea,1.75
Brentford,Chelsea,2025-09-13T19:00:00Z,au,SportsBet,Draw,3.9
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Betfair,Brentford,4.9
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Betfair,Chelsea,1.8
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Betfair,Draw,4.0
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Betfair,Brentford,5.0
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Betfair,Chelsea,1.82
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Betfair,Draw,4.1
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Unibet,Brentford,4.6
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Unibet,Chelsea,1.72
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Unibet,Draw,4.0
Brentford,Chelsea,2025-09-13T19:00:00Z,au,TABtouch,Brentford,4.6
Brentford,Chelsea,2025-09-13T19:00:00Z,au,TABtouch,Chelsea,1.72
Brentford,Chelsea,2025-09-13T19:00:00Z,au,TABtouch,Draw,4.0
Brentford,Chelsea,2025-09-13T19:00:00Z,au,PlayUp,Brentford,4.4
Brentford,Chelsea,2025-09-13T19:00:00Z,au,PlayUp,Chelsea,1.72
Brentford,Chelsea,2025-09-13T19:00:00Z,au,PlayUp,Draw,3.75
Brentford,Chelsea,2025-09-13T19:00:00Z,au,PointsBet (AU),Brentford,4.5
Brentford,Chelsea,2025-09-13T19:00:00Z,au,PointsBet (AU),Chelsea,1.77
Brentford,Chelsea,2025-09-13T19:00:00Z,au,PointsBet (AU),Draw,3.8
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Neds,Brentford,4.4
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Neds,Chelsea,1.75
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Neds,Draw,3.75
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Ladbrokes,Brentford,4.4
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Ladbrokes,Chelsea,1.75
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Ladbrokes,Draw,3.75
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Betr,Brentford,4.5
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Betr,Chelsea,1.72
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Betr,Draw,3.75
Brentford,Chelsea,2025-09-13T19:00:00Z,au,BoomBet,Brentford,4.6
Brentford,Chelsea,2025-09-13T19:00:00Z,au,BoomBet,Chelsea,1.73
Brentford,Chelsea,2025-09-13T19:00:00Z,au,BoomBet,Draw,3.8
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Bet Right,Brentford,4.6
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Bet Right,Chelsea,1.73
Brentford,Chelsea,2025-09-13T19:00:00Z,au,Bet Right,Draw,3.8
Burnley,Liverpool,2025-09-14T13:00:00Z,au,SportsBet,Burnley,9.5
Burnley,Liverpool,2025-09-14T13:00:00Z,au,SportsBet,Liverpool,1.33
Burnley,Liverpool,2025-09-14T13:00:00Z,au,SportsBet,Draw,5.5
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Betfair,Burnley,10.0
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Betfair,Liverpool,1.36
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Betfair,Draw,5.9
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Betfair,Burnley,10.5
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Betfair,Liverpool,1.37
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Betfair,Draw,6.0
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Unibet,Burnley,9.5
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Unibet,Liverpool,1.32
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Unibet,Draw,5.2
Burnley,Liverpool,2025-09-14T13:00:00Z,au,TABtouch,Burnley,9.5
Burnley,Liverpool,2025-09-14T13:00:00Z,au,TABtouch,Liverpool,1.32
Burnley,Liverpool,2025-09-14T13:00:00Z,au,TABtouch,Draw,5.2
Burnley,Liverpool,2025-09-14T13:00:00Z,au,PlayUp,Burnley,9.5
Burnley,Liverpool,2025-09-14T13:00:00Z,au,PlayUp,Liverpool,1.28
Burnley,Liverpool,2025-09-14T13:00:00Z,au,PlayUp,Draw,5.25
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Neds,Burnley,8.5
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Neds,Liverpool,1.3
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Neds,Draw,5.5
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Ladbrokes,Burnley,8.5
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Ladbrokes,Liverpool,1.3
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Ladbrokes,Draw,5.5
Burnley,Liverpool,2025-09-14T13:00:00Z,au,PointsBet (AU),Burnley,8.5
Burnley,Liverpool,2025-09-14T13:00:00Z,au,PointsBet (AU),Liverpool,1.29
Burnley,Liverpool,2025-09-14T13:00:00Z,au,PointsBet (AU),Draw,5.75
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Betr,Burnley,9.5
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Betr,Liverpool,1.3
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Betr,Draw,5.25
Burnley,Liverpool,2025-09-14T13:00:00Z,au,BoomBet,Burnley,9.2
Burnley,Liverpool,2025-09-14T13:00:00Z,au,BoomBet,Liverpool,1.31
Burnley,Liverpool,2025-09-14T13:00:00Z,au,BoomBet,Draw,5.5
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Bet Right,Burnley,9.5
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Bet Right,Liverpool,1.3
Burnley,Liverpool,2025-09-14T13:00:00Z,au,Bet Right,Draw,5.5
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,SportsBet,Manchester City,1.72
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,SportsBet,Manchester United,4.6
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,SportsBet,Draw,4.1
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Unibet,Manchester City,1.68
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Unibet,Manchester United,4.7
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Unibet,Draw,4.0
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,TABtouch,Manchester City,1.68
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,TABtouch,Manchester United,4.7
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,TABtouch,Draw,4.0
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Betfair,Manchester City,1.77
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Betfair,Manchester United,4.8
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Betfair,Draw,4.3
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Betfair,Manchester City,1.79
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Betfair,Manchester United,4.9
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Betfair,Draw,4.4
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,PlayUp,Manchester City,1.68
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,PlayUp,Manchester United,4.35
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,PlayUp,Draw,4.0
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Neds,Manchester City,1.67
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Neds,Manchester United,4.6
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Neds,Draw,4.0
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Ladbrokes,Manchester City,1.67
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Ladbrokes,Manchester United,4.6
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Ladbrokes,Draw,4.0
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,PointsBet (AU),Manchester City,1.67
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,PointsBet (AU),Manchester United,4.75
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,PointsBet (AU),Draw,4.1
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Betr,Manchester City,1.68
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Betr,Manchester United,4.5
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Betr,Draw,4.0
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,BoomBet,Manchester City,1.7
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,BoomBet,Manchester United,4.6
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,BoomBet,Draw,4.0
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Bet Right,Manchester City,1.7
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Bet Right,Manchester United,4.5
Manchester City,Manchester United,2025-09-14T15:30:00Z,au,Bet Right,Draw,4.0
Liverpool,Everton,2025-09-20T11:30:00Z,au,SportsBet,Everton,7.5
Liverpool,Everton,2025-09-20T11:30:00Z,au,SportsBet,Liverpool,1.4
Liverpool,Everton,2025-09-20T11:30:00Z,au,SportsBet,Draw,5.0
Liverpool,Everton,2025-09-20T11:30:00Z,au,Unibet,Everton,7.0
Liverpool,Everton,2025-09-20T11:30:00Z,au,Unibet,Liverpool,1.43
Liverpool,Everton,2025-09-20T11:30:00Z,au,Unibet,Draw,4.8
Liverpool,Everton,2025-09-20T11:30:00Z,au,TABtouch,Everton,7.0
Liverpool,Everton,2025-09-20T11:30:00Z,au,TABtouch,Liverpool,1.43
Liverpool,Everton,2025-09-20T11:30:00Z,au,TABtouch,Draw,4.8
Liverpool,Everton,2025-09-20T11:30:00Z,au,Betfair,Everton,7.2
Liverpool,Everton,2025-09-20T11:30:00Z,au,Betfair,Liverpool,1.44
Liverpool,Everton,2025-09-20T11:30:00Z,au,Betfair,Draw,4.8
Liverpool,Everton,2025-09-20T11:30:00Z,au,Betfair,Everton,9.4
Liverpool,Everton,2025-09-20T11:30:00Z,au,Betfair,Liverpool,1.46
Liverpool,Everton,2025-09-20T11:30:00Z,au,Betfair,Draw,5.5
Liverpool,Everton,2025-09-20T11:30:00Z,au,PlayUp,Everton,6.75
Liverpool,Everton,2025-09-20T11:30:00Z,au,PlayUp,Liverpool,1.38
Liverpool,Everton,2025-09-20T11:30:00Z,au,PlayUp,Draw,4.6
Liverpool,Everton,2025-09-20T11:30:00Z,au,PointsBet (AU),Everton,7.0
Liverpool,Everton,2025-09-20T11:30:00Z,au,PointsBet (AU),Liverpool,1.4
Liverpool,Everton,2025-09-20T11:30:00Z,au,PointsBet (AU),Draw,5.0
Liverpool,Everton,2025-09-20T11:30:00Z,au,Bet Right,Everton,7.0
Liverpool,Everton,2025-09-20T11:30:00Z,au,Bet Right,Liverpool,1.41
Liverpool,Everton,2025-09-20T11:30:00Z,au,Bet Right,Draw,4.75
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,SportsBet,Brighton and Hove Albion,2.05
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,SportsBet,Tottenham Hotspur,3.3
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,SportsBet,Draw,3.8
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,Unibet,Brighton and Hove Albion,2.06
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,Unibet,Tottenham Hotspur,3.25
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,Unibet,Draw,3.85
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,TABtouch,Brighton and Hove Albion,2.06
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,TABtouch,Tottenham Hotspur,3.25
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,TABtouch,Draw,3.85
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,Betfair,Brighton and Hove Albion,2.18
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,Betfair,Tottenham Hotspur,3.2
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,Betfair,Draw,3.2
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,Betfair,Brighton and Hove Albion,2.46
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,Betfair,Tottenham Hotspur,3.5
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,Betfair,Draw,3.95
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,PlayUp,Brighton and Hove Albion,2.02
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,PlayUp,Tottenham Hotspur,3.15
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,PlayUp,Draw,3.6
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,PointsBet (AU),Brighton and Hove Albion,2.0
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,PointsBet (AU),Tottenham Hotspur,3.4
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,PointsBet (AU),Draw,3.6
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,Bet Right,Brighton and Hove Albion,2.05
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,Bet Right,Tottenham Hotspur,3.3
Brighton and Hove Albion,Tottenham Hotspur,2025-09-20T14:00:00Z,au,Bet Right,Draw,3.65
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,SportsBet,Burnley,3.6
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,SportsBet,Nottingham Forest,2.1
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,SportsBet,Draw,3.4
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,Unibet,Burnley,3.65
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,Unibet,Nottingham Forest,2.02
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,Unibet,Draw,3.55
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,TABtouch,Burnley,3.65
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,TABtouch,Nottingham Forest,2.02
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,TABtouch,Draw,3.55
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,Betfair,Burnley,3.55
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,Betfair,Nottingham Forest,2.12
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,Betfair,Draw,3.4
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,Betfair,Burnley,4.1
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,Betfair,Nottingham Forest,2.36
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,Betfair,Draw,3.95
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,PlayUp,Burnley,3.2
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,PlayUp,Nottingham Forest,2.08
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,PlayUp,Draw,3.35
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,PointsBet (AU),Burnley,3.4
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,PointsBet (AU),Nottingham Forest,2.05
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,PointsBet (AU),Draw,3.5
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,Bet Right,Burnley,3.5
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,Bet Right,Nottingham Forest,2.1
Burnley,Nottingham Forest,2025-09-20T14:00:00Z,au,Bet Right,Draw,3.4
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,SportsBet,Crystal Palace,2.5
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,SportsBet,West Ham United,2.9
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,SportsBet,Draw,3.3
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,Unibet,Crystal Palace,2.48
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,Unibet,West Ham United,2.8
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,Unibet,Draw,3.45
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,TABtouch,Crystal Palace,2.48
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,TABtouch,West Ham United,2.8
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,TABtouch,Draw,3.45
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,Betfair,Crystal Palace,2.48
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,Betfair,West Ham United,3.0
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,Betfair,Draw,3.3
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,Betfair,Crystal Palace,2.66
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,Betfair,West Ham United,3.4
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,Betfair,Draw,3.55
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,PlayUp,Crystal Palace,2.35
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,PlayUp,West Ham United,2.75
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,PlayUp,Draw,3.3
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,PointsBet (AU),Crystal Palace,2.45
West Ham United,Crystal Palace,2025-09-20T14:00:00Z,au,PointsBet (AU),West Ham United,2.85
